etalab;finess;nom;;;;departement;region;ville;telephone;categorie;adresse
10005072;10005064;PHARMACIE DES BORDS DE L'AIN;16;R;du 1er septembre 1944;1;AIN;01160 PONT D AIN;474390166;Pharmacie d'Officine;16 R du 1er septembre 1944
10005098;10005049;PHARMACIE SIAUVE;9;R;DE LYON;1;AIN;01630 ST GENIS POUILLY;450401269;Pharmacie d'Officine;9 R DE LYON
10005106;10005080;PHARMACIE SURACE;14;R;MAL DE LATTRE DE TASSIGNY;1;AIN;01190 PONT DE VAUX;485303036;Pharmacie d'Officine;14 R MAL DE LATTRE DE TASSIGNY
10005148;690793435;;43;PL;JEAN SAINT CYR;1;AIN;01330 VILLARS LES DOMBES;472074200;Service d'Éducation Spéciale et de Soins à Domicile;43 PL JEAN SAINT CYR
10005155;10005130;PHARMACIE VERGOBBI;80;R;DU MARECHAL DE LATTRE DE TA;1;AIN;01190 PONT DE VAUX;385309658;Pharmacie d'Officine;80 R DU MARECHAL DE LATTRE DE TA
10005171;10005163;PHARMACIE VOISIN;41;;GRANDE RUE;1;AIN;01290 PONT DE VEYLE;385362744;Pharmacie d'Officine;41 GRANDE RUE
10005205;10005197;PHARMACIE CENTRALE DE PREVESSIN;73;CHEM;de la Ravoire;1;AIN;01280 PREVESSIN MOENS;450405766;Pharmacie d'Officine;73 CHEM de la Ravoire
10005221;10005213;PHARMACIE DE PRIAY;332;GR;DE LA COTIERE;1;AIN;01160 PRIAY;474356019;Pharmacie d'Officine;332 GR DE LA COTIERE
10005239;10008407;CENTRE HOSPITALIER DU HAUT BUGEY - GEOVREISSET;1;RTE;DE VEYZIAT;1;AIN;01108 OYONNAX CEDEX;474731001;Centre Hospitalier (C.H.);1 RTE DE VEYZIAT
10005254;10005247;PHARMACIE DE LA MADELEINE;387;RTE;DE BOURG;1;AIN;01750 REPLONGES;;Pharmacie d'Officine;387 RTE DE BOURG
10005270;10005262;PHARMACIE DE REYRIEUX;220;;Grande Rue;1;AIN;01600 REYRIEUX;474000897;Pharmacie d'Officine;220 Grande Rue
10005288;930019484;ESAT L'ADAPT DE VIRIAT;69;R;GAY LUSSAC;1;AIN;01440 VIRIAT;474473886;Etablissement et Service d'Aide par le Travail (E.S.A.T.);69 R GAY LUSSAC
10005304;10005296;PHARMACIE SAINT ANDRE;;LD;LA CROIX;1;AIN;01390 ST ANDRE DE CORCY;472261032;Pharmacie d'Officine;LD LA CROIX
10005320;10005312;PHARMACIE DES PLANES;115;R;DU VILLAGE;1;AIN;01000 ST DENIS LES BOURG;474243770;Pharmacie d'Officine;115 R DU VILLAGE
10005353;10005346;PHARMACIE DU PRINTEMPS;348;AV;DE TREVOUX;1;AIN;01000 ST DENIS LES BOURG;474214863;Pharmacie d'Officine;348 AV DE TREVOUX
10005379;10010718;HAD DE L'HOPITAL PRIVE D'AMBERIEU;;EN;PRAGNAT NORD;1;AIN;01500 AMBERIEU EN BUGEY;482995900;Hospitalisation à Domicile;EN PRAGNAT NORD
10005387;10005361;SELARL PHARMACIE SAVOYE;1;R;DU DOCTEUR CHARCOT;1;AIN;01500 ST DENIS EN BUGEY;474383400;Pharmacie d'Officine;1 R DU DOCTEUR CHARCOT
10005403;10005395;PHARMACIE DAVIN;123;R;des Huguets;1;AIN;01140 ST DIDIER SUR CHALARONNE;474697731;Pharmacie d'Officine;123 R des Huguets
10005437;10005411;PHIE GINDRE - BERNADAC ET ASSOCIES;667;R;CENTRALE;1;AIN;01370 ST ETIENNE DU BOIS;474305167;Pharmacie d'Officine;667 R CENTRALE
10005452;10005445;PHARMACIE INTERNATIONALE;12;R;DE LA PETITE VIE;1;AIN;01630 ST GENIS POUILLY;977351275;Pharmacie d'Officine;12 R DE LA PETITE VIE
10005486;10005460;PHARMACIE LELIEVRE;22;R;DE GENEVE;1;AIN;01630 ST GENIS POUILLY;450421149;Pharmacie d'Officine;22 R DE GENEVE
10005536;10005510;PHARMACIE MARION-TISSIER;;PL;DE LA FONTAINE;1;AIN;01560 ST JULIEN SUR REYSSOUZE;474526103;Pharmacie d'Officine;PL DE LA FONTAINE
10005551;10005544;SELARL PHARMACIE CAO-BROWN;27;R;DE LA LEVEE;1;AIN;01750 ST LAURENT SUR SAONE;385380161;Pharmacie d'Officine;27 R DE LA LEVEE
10005585;10005577;DUJOLS MARTIN;2;RTE;DE LA CHANOISE;1;AIN;01430 ST MARTIN DU FRENE;474757683;Pharmacie d'Officine;2 RTE DE LA CHANOISE
10005601;10005593;PHARMACIE DE LA COTIERE;41;RTE;DE GENEVE;1;AIN;01700 ST MAURICE DE BEYNOST;478551406;Pharmacie d'Officine;41 RTE DE GENEVE
10005619;750719312;;66;AV;DU GÉNÉRAL SARRAIL;1;AIN;01500 AMBERIEU EN BUGEY;437610139;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);66 AV DU GÉNÉRAL SARRAIL
10005635;10005627;PHARMACIE REYMONDON;14;PL;DE L EGLISE;1;AIN;01800 ST MAURICE DE GOURDANS;474618733;Pharmacie d'Officine;14 PL DE L EGLISE
10005650;10005643;PHARMACIE LAURENCE DURAND;336;R;DE LA DOMBES;1;AIN;01240 ST PAUL DE VARAX;474425021;Pharmacie d'Officine;336 R DE LA DOMBES
10005684;10005676;PHARMACIE DE L'ALBARINE;99;R;DU DOCTEUR TEMPORAL;1;AIN;01230 ST RAMBERT EN BUGEY;474363335;Pharmacie d'Officine;99 R DU DOCTEUR TEMPORAL
10005700;10005692;PHARMACIE DE ST TRIVIER;200;RTE;DE CHALON;1;AIN;01560 ST TRIVIER DE COURTES;474307125;Pharmacie d'Officine;200 RTE DE CHALON
10005734;10005726;PHARMACIE DE SAINT TRIVIER;92;RTE;DE CHATILLON;1;AIN;01990 ST TRIVIER SUR MOIGNANS;474558014;Pharmacie d'Officine;92 RTE DE CHATILLON
10005767;10005742;PHARMACIE BRISON;32;GR;RUE;1;AIN;01150 SAULT BRENAZ;474366156;Pharmacie d'Officine;32 GR RUE
10005783;10005775;PHARMACIE DE SEGNY;;RTE;NATIONALE 5;1;AIN;01170 SEGNY;450414793;Pharmacie d'Officine;RTE NATIONALE 5
10005817;10005791;PHARMACIE DE L'AVENT;37;;GRAND RUE;1;AIN;01470 SERRIERES DE BRIORD;474367210;Pharmacie d'Officine;37 GRAND RUE
10005833;10005825;PHARMACIE BIONNET;8;QU;EDOUARD SERRULAZ;1;AIN;01420 SEYSSEL;450561402;Pharmacie d'Officine;8 QU EDOUARD SERRULAZ
10005866;10005841;PHARMACIE BARBI-LOUIS;9;R;CENTRALE;1;AIN;01230 TENAY;474364024;Pharmacie d'Officine;9 R CENTRALE
10005882;10005874;PHARMACIE DES MONTS JURA;;R;BRIAND STRESEMANN;1;AIN;01710 THOIRY;450412031;Pharmacie d'Officine;R BRIAND STRESEMANN
10005916;10005890;PHARMACIE DE THOISSEY;50;R;Faubourg des Dombes;1;AIN;01140 THOISSEY;474040210;Pharmacie d'Officine;50 R Faubourg des Dombes
10005932;10005924;PHARMACIE DE TOSSIAT;15;RTE;DE MONTAGNAT;1;AIN;01250 TOSSIAT;;Pharmacie d'Officine;15 RTE DE MONTAGNAT
10005957;10005940;PHARMACIE DE TREFFORT;;PL;du Champ de Foire;1;AIN;01370 VAL REVERMONT;474513812;Pharmacie d'Officine;PL du Champ de Foire
10005973;10005965;PHARMACIE LEUDET DE LA VALLEE;324;RTE;DE LYON;1;AIN;01600 TREVOUX;474001245;Pharmacie d'Officine;324 RTE DE LYON
10006005;10005981;SELARL SAONE VALLEE;2;BD;DES COMBATTANTS;1;AIN;01600 TREVOUX;474009691;Pharmacie d'Officine;2 BD DES COMBATTANTS
10006021;10006013;PHARMACIE DE LA FORGE;92;RTE;DE DIVONNE;1;AIN;01210 VERSONNEX;450411413;Pharmacie d'Officine;92 RTE DE DIVONNE
10006054;10006047;GRANDE PHARMACIE DE VILLARS;13;AV;GILBERT SARDIER;1;AIN;01330 VILLARS LES DOMBES;474980791;Pharmacie d'Officine;13 AV GILBERT SARDIER
10006070;10006062;PHARMACIE DE LA DOMBES;76;R;GILBERT BOULLIER;1;AIN;01330 VILLARS LES DOMBES;474980087;Pharmacie d'Officine;76 R GILBERT BOULLIER
10006104;10006096;PHARMACIE GOURRY;;PL;DES COMBATTANTS;1;AIN;01250 VILLEREVERSURE;474306697;Pharmacie d'Officine;PL DES COMBATTANTS
10006120;10006112;PHARMACIE ROUX;216;AV;CHARLES DE GAULLE;1;AIN;01800 VILLIEU LOYES MOLLON;474612761;Pharmacie d'Officine;216 AV CHARLES DE GAULLE
10006153;10006146;PHARMACIE DE LA NEUVE;45;R;DU PLATEAU;1;AIN;01440 VIRIAT;474451808;Pharmacie d'Officine;45 R DU PLATEAU
10006179;10785921;;36;ALL;DE LA BARBOTIERE;1;AIN;01502 AMBERIEU EN BUGEY CEDEX;437610224;Centre Accueil Demandeurs Asile (C.A.D.A.);36 ALL DE LA BARBOTIERE
10006187;10006161;PHARMACIE DE VIRIAT;359;R;PROSPER CONVERT;1;AIN;01440 VIRIAT;;Pharmacie d'Officine;359 R PROSPER CONVERT
10006203;10006195;PHARMACIE CHBANI-MISERE;;R;DU STADE;1;AIN;01510 VIRIEU LE GRAND;479878179;Pharmacie d'Officine;R DU STADE
10006237;10006211;PHARMACIE ERMANN ET DESMARIS;;PL;FERDINAND DE BEOST;1;AIN;01540 VONNAS;474500256;Pharmacie d'Officine;PL FERDINAND DE BEOST
10006245;10007987;IFSI ET AIDES-SOIGNANTS DU BUGEY;180;R;DE LA FORESTIERE;1;AIN;01110 PLATEAU D HAUTEVILLE;437616710;Ecoles Formant aux Professions Sanitaires;180 R DE LA FORESTIERE
10006286;10783009;CATTP ADULTES AMBERIEU;31;R;DES PLATTES;1;AIN;01500 AMBERIEU EN BUGEY;474522741;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);31 R DES PLATTES
10006294;10785897;ATELEIR PROTEGE DE BROU - BOURG-EN-BRESSE;61;R;DES PRES DE BROU;1;AIN;01000 BOURG EN BRESSE;474222067;Entreprise adaptée;61 R DES PRES DE BROU
10006310;10785921;;2;IMP;PIERRE DEMANGEOT;1;AIN;01100 OYONNAX;474491475;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);2 IMP PIERRE DEMANGEOT
10006328;10785897;;1650;RTE;DE BOURG EN BRESSE;1;AIN;01250 VILLEREVERSURE;474307697;Service d'Éducation Spéciale et de Soins à Domicile;1650 RTE DE BOURG EN BRESSE
10006344;10006336;CHRS BIBIANE BELL;75;R;GEORGES CHARPAK;1;AIN;01170 GEX;450416182;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);75 R GEORGES CHARPAK
10006369;10785897;SESSAD ARMAILLOU;40;RTE;DE SAINT GERMAIN;1;AIN;01300 BELLEY;479421408;Service d'Éducation Spéciale et de Soins à Domicile;40 RTE DE SAINT GERMAIN
10006385;10783009;CATTP ENFANTS-ADOS CHATEAU-GAILLARD;;R;JEAN MERMOZ;1;AIN;01500 CHATEAU GAILLARD;474522734;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);R JEAN MERMOZ
10006401;10000339;SSIAD EHPAD FONTELUNE AMBERIEU-EN-BUGEY;10;R;DE LA COMMUNE 1871;1;AIN;01500 AMBERIEU EN BUGEY;474464196;Service de Soins Infirmiers A Domicile (S.S.I.A.D);10 R DE LA COMMUNE 1871
10006435;10006427;PHARMACIE IMBACH;81;RTE;DE GENEVE;1;AIN;01700 NEYRON;478552638;Pharmacie d'Officine;81 RTE DE GENEVE
10006492;10006484;PHARMACIE DES ANNEAUX;;PRE;DE PLANCHE;1;AIN;01280 PREVESSIN MOENS;450280679;Pharmacie d'Officine;PRE DE PLANCHE
10006500;750719239;CAMSP DE L'APF - BOURG EN BRESSE;6;AV;DU CHAMP DE FOIRE;1;AIN;01000 BOURG EN BRESSE;474220073;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);6 AV DU CHAMP DE FOIRE
10006518;10785897;;36;BD;ST NICOLAS;1;AIN;01000 BOURG EN BRESSE;474148129;Etab.Accueil Non Médicalisé pour personnes handicapées;36 BD ST NICOLAS
10006526;690796552;AURAL UNITE DIALYSE CH HAUT BUGEY;2;RTE;DE VEYZIAT;1;AIN;01100 OYONNAX;474772370;Structure d'Alternative à la dialyse en centre;2 RTE DE VEYZIAT
10006542;10006534;"LIEU DE VIE ""LA GRANGE AUX LOUPS"" - BAGE-LA-VILLE";5343;RTE;DE PONT DE VAUX;1;AIN;01380 BAGE DOMMARTIN;385302256;Lieux de vie;5343 RTE DE PONT DE VAUX
10006559;10001063;;;;;1;AIN;01150 ST VULBAS;474615333;Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);
10006591;10006583;PHARMACIE ROBERT;32;VAL;THOIRY;1;AIN;01710 THOIRY;450208757;Pharmacie d'Officine;32 VAL THOIRY
10006609;750719239;;4;R;ANDRE CHARLES BOULE;1;AIN;01000 BOURG EN BRESSE;474251880;Service d'accompagnement médico-social adultes handicapés;4 R ANDRE CHARLES BOULE
10006625;10006617;;10;R;PAVE D'AMOUR;1;AIN;01000 BOURG EN BRESSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);10 R PAVE D'AMOUR
10006641;10006633;;;;MAIRIE;1;AIN;01330 AMBERIEUX EN DOMBES;474300922;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAIRIE
10006658;690791686;;75;R;DU CHATEAU;1;AIN;01390 CIVRIEUX;472264579;Institut Médico-Educatif (I.M.E.);75 R DU CHATEAU
10006674;10006666;;;;;1;AIN;01350 ANGLEFORT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006690;10006682;;;;;1;AIN;01250 CEYZERIAT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006708;750050916;;;PL;LIEUTENANT GIRAUD;1;AIN;01800 MEXIMIEUX;474401289;Foyer d'Accueil Polyvalent pour Adultes Handicapés;PL LIEUTENANT GIRAUD
10006724;10006716;;;;;1;AIN;01350 CEYZERIEU;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006740;10006732;;;;;1;AIN;01480 CHALEINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006773;10006765;;49;R;GAMBETTA;1;AIN;01400 CHATILLON SUR CHALARONNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);49 R GAMBETTA
10006781;10006757;;;;;1;AIN;01260 CHAMPAGNE EN VALROMEY;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006799;690802715;EHPAD LA ROSE DES VENTS;1289;R;EDOUARD HERRIOT;1;AIN;01480 JASSANS RIOTTIER;474095350;Etablissement d'hébergement pour personnes âgées dépendantes;1289 R EDOUARD HERRIOT
10006815;10006807;;;;;1;AIN;01570 FEILLENS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006831;10006823;;;R;DE L'EGLISE;1;AIN;01340 MONTREVEL EN BRESSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R DE L'EGLISE
10006849;10008282;;690;R;JEAN BELLEVILLE;1;AIN;01630 ST GENIS POUILLY;450422805;Foyer Hébergement Adultes Handicapés;690 R JEAN BELLEVILLE
10006864;10006856;;;;;1;AIN;01400 NEUVILLE LES DAMES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006880;10006872;;;;ESPACE TALENCONNAIS;1;AIN;01600 REYRIEUX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);ESPACE TALENCONNAIS
10006898;10785897;ESAT LES DOMBES;118;IMP;DES JARDINS;1;AIN;01330 VILLARS LES DOMBES;474470470;Etablissement et Service d'Aide par le Travail (E.S.A.T.);118 IMP DES JARDINS
10006914;10006906;;;;;1;AIN;01390 ST ANDRE DE CORCY;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006930;10006922;;;;;1;AIN;01000 ST DENIS LES BOURG;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006963;10006955;;;;;1;AIN;01370 ST ETIENNE DU BOIS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10006997;10006971;;;;;1;AIN;01800 ST MAURICE DE GOURDANS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007011;10007003;;;;;1;AIN;01560 ST TRIVIER DE COURTES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007045;10007037;;;;;1;AIN;01990 ST TRIVIER SUR MOIGNANS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007060;10007052;;;;;1;AIN;01400 SULIGNAT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007078;10790368;;30;IMP;DE LA CROIX DU CREUX;1;AIN;01750 REPLONGES;385363768;Centre de Jour pour Personnes Agées;30 IMP DE LA CROIX DU CREUX
10007094;10007086;;;;;1;AIN;01330 VILLARS LES DOMBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007110;10007102;;;;;1;AIN;01250 VILLEREVERSURE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007144;10007136;;;;;1;AIN;01800 VILLIEU LOYES MOLLON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);
10007177;10007151;;1;R;ROBERT SCHUMAN;1;AIN;01000 BOURG EN BRESSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 R ROBERT SCHUMAN
10007193;10007185;;1133;AV;DE LYON;1;AIN;01960 PERONNAS;474214252;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1133 AV DE LYON
10007219;10785806;;13;AV;DE LA VICTOIRE;1;AIN;01012 BOURG EN BRESSE CEDEX;474323310;Etablissement Consultation Protection Infantile;13 AV DE LA VICTOIRE
10007227;10007201;;;;MAISON DE PAYS;1;AIN;01260 CHAMPAGNE EN VALROMEY;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAISON DE PAYS
10007243;10007235;AIN AIDE ET SERVICES BRESSE REVERMONT - MARBOZ;;;FOYER SOLEIL;1;AIN;01851 MARBOZ;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);FOYER SOLEIL
10007268;10011005;RESIDENCE GRANDE TERRE BEYNOST;520;R;DES THERMES;1;AIN;01700 BEYNOST;478558340;Résidences autonomie;520 R DES THERMES
10007276;10007250;;;;LA CURE;1;AIN;01320 ST NIZIER LE DESERT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);LA CURE
10007284;10787604;;;RTE;VEISSIEUX LE HAUT;1;AIN;01600 REYRIEUX;474003517;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);RTE VEISSIEUX LE HAUT
10007300;10007292;CLINIQUE AMBULATOIRE CENDANEG;180;RTE;DU NANT;1;AIN;01280 PREVESSIN MOENS;450428025;Etablissement de Soins Chirurgicaux;180 RTE DU NANT
10007318;10010957;RESIDENCE LES MARAIS;144;R;NOTRE DAME DES MARAIS;1;AIN;01120 MONTLUEL;478060623;Résidences autonomie;144 R NOTRE DAME DES MARAIS
10007342;10007334;;12;R;DE LA LIBERTE;1;AIN;01003 BOURG EN BRESSE CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 R DE LA LIBERTE
10007359;10010924;;9;R;DES FONTAINES D'OR;1;AIN;01150 LAGNIEU;474401979;Résidences autonomie;9 R DES FONTAINES D'OR
10007383;10007375;;1;R;DALLEMAGNE;1;AIN;01003 BOURG EN BRESSE CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 R DALLEMAGNE
10007391;10783009;SERV. ACCOMP. VIE. SOC. - ORSAC - BOURG-EN-B.;5;R;DES CRETS;1;AIN;01000 BOURG EN BRESSE;474214979;Service d'Accompagnement à la Vie Sociale (S.A.V.S.);5 R DES CRETS
10007417;10785897;;121;R;GRANDE RUE;1;AIN;01580 IZERNORE;474765521;Foyer de Vie pour Adultes Handicapés;121 R GRANDE RUE
10007425;10000438;;;;GRANGE POURRET;1;AIN;01560 ST TRIVIER DE COURTES;474307044;Service de Soins Infirmiers A Domicile (S.S.I.A.D);GRANGE POURRET
10007441;690000484;;;;;1;AIN;01300 BREGNIER CORDON;479875725;Maison d'Enfants à Caractère Social;
10007458;10785921;;14;R;AGUETANT;1;AIN;01500 AMBERIEU EN BUGEY;474382977;Autre Centre d'Accueil;14 R AGUETANT
10007466;750050916;ESAT DE LA COTIERE ET DU PAYS DE GEX MEXIMIEUX;524;R;DES ARTISANS;1;AIN;01800 MEXIMIEUX;474467866;Etablissement et Service d'Aide par le Travail (E.S.A.T.);524 R DES ARTISANS
10007490;10007482;R2SIDENCE INTEGREE LES BERGES DE LION;155;;RUE DES BERGES DU LION;1;AIN;01210 ORNEX;450419305;Résidences autonomie;155 RUE DES BERGES DU LION
10007508;10006336;;75;R;GEORGES CHARPAK;1;AIN;01170 GEX;450416182;Autre Centre d'Accueil;75 R GEORGES CHARPAK
10007565;750713406;;114;BD;DE BROU;1;AIN;01000 BOURG EN BRESSE;474233661;Centre soins accompagnement prévention addictologie (CSAPA);114 BD DE BROU
10007573;690793534;;183;;GRANDE RUE;1;AIN;01800 VILLIEU LOYES MOLLON;474356902;Maison d'Enfants à Caractère Social;183 GRANDE RUE
10007599;10784270;;526;R;PAUL VERLAINE;1;AIN;01960 PERONNAS;474210255;Autre Centre d'Accueil;526 R PAUL VERLAINE
10007748;10783009;DOUBLON AVEC HI;79;AV;ROGER SALENGRO;1;AIN;01500 AMBERIEU EN BUGEY;474381539;Autre Centre d'Accueil;79 AV ROGER SALENGRO
10007789;10785921;;2;IMP;PIERRE DEMANGEOT;1;AIN;01100 OYONNAX;474491475;Autre Centre d'Accueil;2 IMP PIERRE DEMANGEOT
10007839;10785921;;6;R;DE BORDEAU;1;AIN;01630 ST GENIS POUILLY;450410395;Maisons Relais - Pensions de Famille;6 R DE BORDEAU
10007854;10783009;CATTP ADULTES BELLEGARDE;6;R;JEAN MALET;1;AIN;01200 VALSERHONE;474522499;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);6 R JEAN MALET
10007862;10783009;CATTP ENFANTS;14;R;DE L'ECOLE;1;AIN;01000 BOURG EN BRESSE;474522749;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);14 R DE L'ECOLE
10007870;10783009;CMP PERSONNES AGEES BOURG-EN-BRESSE;18;R;DU 23EME RI;1;AIN;01000 BOURG EN BRESSE;474522496;Centre Médico-Psychologique (C.M.P.);18 R DU 23EME RI
10007896;10783009;CMP ENFANTS-ADOS FERNEY-VOLTAIRE;11;R;DE GENEVE;1;AIN;01210 FERNEY VOLTAIRE;474522718;Centre Médico-Psychologique (C.M.P.);11 R DE GENEVE
10007904;10783009;HDJ ADULTES MONTLUEL;284;AV;DE LA GARE;1;AIN;01120 MONTLUEL;474522440;Centre Hospitalier Spécialisé lutte Maladies Mentales;284 AV DE LA GARE
10007920;10783009;HDJ ADULTES AMBERIEU;31;R;DES PLATTES;1;AIN;01500 AMBERIEU EN BUGEY;474522498;Centre Hospitalier Spécialisé lutte Maladies Mentales;31 R DES PLATTES
10007938;10785921;;32;R;DES LILAS;1;AIN;01200 VALSERHONE;479422382;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;32 R DES LILAS
10007961;10008407;SERVICE DE SOINS INFIRMIERS A DOMICILE NANTUA;50;R;PAUL PAINLEVE;1;AIN;01130 NANTUA;474754869;Service de Soins Infirmiers A Domicile (S.S.I.A.D);50 R PAUL PAINLEVE
10007979;10785921;;32;AV;DES ANCIENS COMBATTANTS;1;AIN;01000 BOURG EN BRESSE;474211630;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;32 AV DES ANCIENS COMBATTANTS
10008019;10785921;;4;R;AUGUSTE RENOIR;1;AIN;01000 BOURG EN BRESSE;474220353;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4 R AUGUSTE RENOIR
10008035;10008027;PHARMACIE DE MIONNAY;92;R;PRINCIPALE;1;AIN;01390 MIONNAY;437260694;Pharmacie d'Officine;92 R PRINCIPALE
10008050;10783009;CATTP ADULTES FERNEY-VOLTAIRE;13;CHE;DU LEVANT;1;AIN;01210 FERNEY VOLTAIRE;474522781;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);13 CHE DU LEVANT
10008068;10785921;;43;R;DE LA VERSOIX;1;AIN;01210 FERNEY VOLTAIRE;450407802;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;43 R DE LA VERSOIX
10008092;10783009;CMP ENFANTS ADO FEILLENS;179;R;DE LA MOLANDIERE;1;AIN;01570 FEILLENS;474522778;Centre Médico-Psychologique (C.M.P.);179 R DE LA MOLANDIERE
10008118;10785921;;12;CHE;DE COLOVREX;1;AIN;01210 FERNEY VOLTAIRE;450407802;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;12 CHE DE COLOVREX
10008126;930019229;EFS AUVERGNE-RHONE-ALPES - BEYNOST/MIRIBEL;1390;R;CENTRALE;1;AIN;01708 MIRIBEL CEDEX;472711700;Etablissement de Transfusion Sanguine;1390 R CENTRALE
10008142;10785897;;;;LES BROSSES;1;AIN;01560 VERNOUX;474470474;Foyer Hébergement Adultes Handicapés;LES BROSSES
10008159;10785921;;2;R;LAFAYETTE;1;AIN;01100 OYONNAX;474771004;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;2 R LAFAYETTE
10008175;10785897;;;R;FRANÇOISE DOLTO;1;AIN;01103 OYONNAX CEDEX;474732304;Institut Médico-Educatif (I.M.E.);R FRANÇOISE DOLTO
10008183;10000255;;6;R;DU LYCEE;1;AIN;01000 BOURG EN BRESSE;474226685;Service d'Éducation Spéciale et de Soins à Domicile;6 R DU LYCEE
10008209;10785921;;160;R;DU 12 JUIN 1944;1;AIN;01540 VONNAS;474500664;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;160 R DU 12 JUIN 1944
10008217;10783009;HDJ ADULTES BOURG-EN-BRESSE;4;R;D'ALLEMAGNE;1;AIN;01000 BOURG EN BRESSE;474522497;Centre Hospitalier Spécialisé lutte Maladies Mentales;4 R D'ALLEMAGNE
10008258;10006336;;276;R;DU COMMERCE;1;AIN;01170 GEX;450416182;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;276 R DU COMMERCE
10008266;10008241;PHARMACIE LARGE-VEYRET;156;R;DES ECOLES;1;AIN;01600 MISERIEUX;474087244;Pharmacie d'Officine;156 R DES ECOLES
10008290;10008282;;20;CHE;DES TATTES DU MOULIN;1;AIN;01280 PREVESSIN MOENS;450422805;Foyer d'Accueil Polyvalent pour Adultes Handicapés;20 CHE DES TATTES DU MOULIN
10008308;750808511;;29;AV;DE MARBOZ;1;AIN;01000 BOURG EN BRESSE;474232706;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;29 AV DE MARBOZ
10008332;10008324;;707;R;CENTRALE;1;AIN;01370 ST ETIENNE DU BOIS;474305108;Résidences autonomie;707 R CENTRALE
10008340;10009132;;74;R;DE LYON;1;AIN;01090 MONTMERLE SUR SAONE;474693749;Résidences autonomie;74 R DE LYON
10008357;750050916;;31;ALL;DU LUXEMBOURG;1;AIN;01000 BOURG EN BRESSE;474229999;Service d'Éducation Spéciale et de Soins à Domicile;31 ALL DU LUXEMBOURG
10008373;10008365;PHARMACIE DE CORGENON;150;RTE;DE TREVOUX;1;AIN;01310 BUELLAS;474244106;Pharmacie d'Officine;150 RTE DE TREVOUX
10008399;10790368;;30;IMP;DE LA CROIX DU CREUX;1;AIN;01750 REPLONGES;385318056;Résidences autonomie;30 IMP DE LA CROIX DU CREUX
